t,phi
3.939041828,-0.00448950269185379
3.972423538,-0.0401494564796945
4.005805249,0.0123116257224063
4.039186959,-0.0871726337011717
4.072568669,0.258066948891161
4.10595038,-0.285218647502806
4.13933209,0.0664544827365345
4.172713801,-0.0665155145983864
4.206095511,0.0750820730812911
4.239477221,-0.309722429775192
4.272858932,0.305957869674525
4.306240642,-0.347357067747876
4.339622353,0.257946516637404
4.373004063,-0.100730061235146
4.406385773,0.00313620672769075
4.439767484,-0.0491113531690941
4.473149194,-0.0164427989869078
4.506530905,-0.0394263781968282
4.539912615,-0.0219921555154522
4.573294325,-0.0359400821021613
4.606676036,-0.0243195384411887
4.640057746,-0.0343241154065888
4.673439457,-0.0254652464368203
4.706821167,-0.0335118475417879
4.740202877,-0.0260224472596079
4.773584588,-0.0331681567397663
4.806966298,-0.0261668508226969
4.840348009,-0.0332343618361076
4.873729719,-0.0258477378581413
4.907111429,-0.033895624487143
4.94049314,-0.0246714620242843
4.97387485,-0.035928738497173
5.007256561,-0.0210533021091345
5.040638271,-0.0428873985420835
5.074019981,-0.00562219156399911
5.107401692,-0.0875649942377127
5.140783402,0.236421310090183
5.174165113,-0.279542013585787
5.207546823,0.0341354421159424
5.240928533,-0.0396579002674051
5.274310244,-0.0116171370205129
5.307691954,-0.0216299819623142
5.341073665,-0.023049135457853
5.374455375,-0.00999886192043612
5.407837086,-0.0417604661625165
5.441218796,0.0373314223535357
5.474600506,-0.286243706690097
5.507982217,0.231827216713095
5.541363927,-0.0868377531328639
5.574745638,-0.00444861083871576
5.608127348,-0.0460183726028246
5.641509058,-0.0150764795210669
5.674890769,-0.0470085855715045
5.708272479,-0.00229542047008236
5.74165419,-0.0907052744953014
5.7750359,0.239806450122339
5.80841761,-0.283560425799751
5.841799321,0.0392270116979109
5.875181031,-0.0464225311973175
5.908562742,-0.00223505458652408
5.941944452,-0.0353170326467419
5.975326162,-0.00158647872921141
6.008707873,-0.0478840183600397
6.042089583,0.0420376496041562
6.075471294,-0.290101335510553
6.108853004,0.235301827622675
6.142234714,-0.0904552932651084
6.175616425,0.000155870702631303
6.208998135,-0.0534342940695173
6.242379846,0.000316439134688075
6.275761556,-0.0911556387239921
6.309143266,0.238697840642561
6.342524977,-0.281049715206574
6.375906687,0.0351964343909199
6.409288398,-0.0404830840906764
6.442670108,-0.0108744314065285
6.476051818,-0.0224150480847791
6.509433529,-0.0221070651063972
6.542815239,-0.0112164955952523
6.57619695,-0.0401308196048872
6.60957866,0.0351178746200383
6.64296037,-0.28321264431493
6.676342081,0.227638828750492
6.709723791,-0.0809632008320177
6.743105502,-0.0128968453217637
6.776487212,-0.0333616314160678
6.809868922,-0.0353552632910866
6.843250633,-0.01053220129442
6.876632343,-0.0843599004772811
6.910014054,0.234515423337528
6.943395764,-0.278792727556387
6.976777475,0.0345777543390118
7.010159185,-0.0414960061222035
7.043540895,-0.00795462816514498
7.076922606,-0.0279236942267457
7.110304316,-0.0125608110466881
7.143686027,-0.0280255980835764
7.177067737,-0.00769470318755247
7.210449447,-0.0420760874367546
7.243831158,0.0359630281905081
7.277212868,-0.283252523687758
7.310594579,0.227064760638862
7.343976289,-0.0799037176425662
7.377357999,-0.0143533876102296
7.41073971,-0.0315693932554983
7.44412142,-0.0374408758593725
7.477503131,-0.00818136874540033
7.510884841,-0.0869590156177469
7.544266551,0.23735545310402
7.577648262,-0.281875209411367
7.611029972,0.0379133312038991
7.644411683,-0.0451055338427819
7.677793393,-0.00403784427980536
7.711175103,-0.0321973292454879
7.744556814,-0.00785809564030794
7.777938524,-0.0332628052697843
7.811320235,-0.0017663445587971
7.844701945,-0.0489359339810263
7.878083655,0.0441403960508299
7.911465366,-0.293408058777568
7.944847076,0.240433048312401
7.978228787,-0.0991027716757668
8.011610497,0.0174145496199556
8.044992207,-0.100059972117457
8.078373918,0.244426595476781
8.111755628,-0.285334159702077
8.145137339,0.0387902083656894
8.178519049,-0.0438049825234699
8.211900759,-0.00749172526099198
8.24528247,-0.0262731034777258
8.27866418,-0.017025220604561
8.312045891,-0.0192589901569792
8.345427601,-0.0240509088986058
8.378809312,-0.00967503676783851
8.412191022,-0.0417463867130013
8.445572732,0.0371862824288057
8.478954443,-0.28614081856599
8.512336153,0.231979613775225
8.545717864,-0.0876005588654118
8.579099574,-0.00235279715591656
8.612481284,-0.0511813320258898
8.645862995,-0.00175124498665173
8.679244705,-0.0892155653968894
8.712626416,0.236835507211553
8.746008126,-0.279219293345347
8.779389836,0.0333529596644175
8.812771547,-0.0385793745688336
8.846153257,-0.0128912094864884
8.879534968,-0.0202223881737424
8.912916678,-0.0245544047563536
8.946298388,-0.00841072308686127
8.979680099,-0.0434379690742161
9.013061809,0.0391324322267217
9.04644352,-0.288246275210182
9.07982523,0.234189895925774
9.11320694,-0.0898845643523286
9.146588651,-1.13826818913046e-05
9.179970361,-0.0535745300015626
9.213352072,0.000697374159653652
9.246733782,-0.0917331282588533
9.280115492,0.239448240928368
9.313497203,-0.281972132754738
9.346878913,0.0363211221244843
9.380260624,-0.0418908847965148
9.413642334,-0.00900940210488282
9.447024044,-0.0251024644838009
9.480405755,-0.0177954716882322
9.513787465,-0.0191006157251833
9.547169176,-0.0230430407929575
9.580550886,-0.0133345732845977
9.613932596,-0.0307769101437489
9.647314307,-0.000932325292133697
9.680696017,-0.0548771705898778
9.714077728,0.0608811607867367
9.747459438,-0.343397733806284
9.780841148,0.496906360265096
9.814222859,-0.335440938619612
9.847604569,0.0576425841127765
9.88098628,-0.0535971855853482
9.91436799,-0.000870278120291968
9.947749701,-0.0320339512501854
9.981131411,-0.0108176894952493
10.01451312,-0.02705882078444
10.04789483,-0.0131213075299828
10.08127654,-0.0265832681907001
10.11465825,-0.0119023439327809
10.14803996,-0.0300014808370222
10.18142167,-0.00461073542896308
10.21480338,-0.0463246169564351
10.24818509,0.0416651600949329
10.2815668,-0.291016583805686
10.31494851,0.238097494812456
10.34833023,-0.0968095597145486
10.38171194,0.0151590025422751
10.41509365,-0.0978435000129413
10.44847536,0.242255306869435
10.48185707,-0.28321836128557
10.51523878,0.0367445466256979
10.54862049,-0.0418491547463802
10.5820022,-0.00933163323185311
10.61538391,-0.0245837453229996
10.64876562,-0.0185175072564686
10.68214733,-0.018027399835944
10.71552904,-0.0249327920544272
10.74891075,-0.00927084811774104
10.78229246,-0.0414826804100314
10.81567417,0.0359604527731423
10.84905588,-0.283474418856519
10.88243759,0.227043285476506
10.9158193,-0.0788290530010977
10.94920101,-0.0182871887099742
10.98258272,-0.0196173386975689
11.01596443,-0.0781936048667071
11.04934614,0.229483661754691
11.08272785,-0.274081607790119
11.11610956,0.0297041366729895
11.14949128,-0.0360713704965754
11.18287299,-0.0143510419683376
11.2162547,-0.0199833419716395
11.24963641,-0.0229561483245077
11.28301812,-0.0135265738819104
11.31639983,-0.0297227720102942
11.34978154,-0.00392493072660149
11.38316325,-0.0477415522478231
11.41654496,0.04366558408564
11.44992667,-0.293506469458625
11.48330838,0.241018911521718
11.51669009,-0.100130996743829
11.5500718,0.0188703447711282
11.58345351,-0.101954170813614
11.61683522,0.246795042242977
11.65021693,-0.288240774069506
11.68359864,0.0423343917950611
11.71698035,-0.0481353610372941
11.75036206,-0.00215292006724853
11.78374377,-0.0329602755652182
11.81712548,-0.00844803299213845
11.85050719,-0.0306422922242459
11.8838889,-0.00817637375014718
11.91727061,-0.0335370480277185
11.95065232,-0.00118688831067004
11.98403404,-0.0496835625997852
12.01741575,0.0449893145445875
12.05079746,-0.294327124342373
12.08417917,0.241411027845673
12.11756088,-0.100140876613895
12.15094259,0.0185231499919414
12.1843243,-0.101257727853791
12.21770601,0.245741358616008
12.25108772,-0.286805656420577
12.28446943,0.0404751002372753
12.31785114,-0.0457857455869247
12.35123285,-0.00509109290543755
12.38461456,-0.0292880667183434
12.41799627,-0.0130743067211234
12.45137798,-0.0247151551928013
12.48475969,-0.0159868924452511
12.5181414,-0.0227689304981152
12.55152311,-0.0171864300444475
12.58490482,-0.0225053364430428
12.61828653,-0.0155043612475569
12.65166824,-0.0299313963574488
12.68504995,0.0155540228578122
12.71843166,-0.245085793217462
12.75181337,0.139686015222543
12.78519508,0.26003526882818
12.8185768,-0.579470878574175
12.85195851,0.537932660471085
12.88534022,-0.347398813791208
12.91872193,0.0608143543265596
12.95210364,-0.0528589002849406
12.98548535,-0.00400149285218204
13.01886706,-0.0269335254642992
13.05224877,-0.0179978912870287
13.08563048,-0.0172302592785273
13.11901219,-0.0268514787353389
13.1523939,-0.00622246090115716
13.18577561,-0.0458505661555413
13.21915732,0.0420680194964543
13.25253903,-0.292122646596105
13.28592074,0.239790476100572
13.31930245,-0.0990134111555922
13.35268416,0.0178279507988218
13.38606587,-0.10095668589423
13.41944758,0.245814784256463
13.45282929,-0.287250094344545
13.486211,0.0413028111955539
13.51959271,-0.0470257413510093
13.55297442,-0.003390286971584
13.58635613,-0.0315227246104882
13.61973784,-0.010199983839539
13.65311956,-0.0283810948921508
13.68650127,-0.0113093256076521
13.71988298,-0.0287832504782165
13.75326469,-0.00933962189227847
13.7866464,-0.0329736863382029
13.82002811,-0.00108416434690067
13.85340982,-0.050728194018587
13.88679153,0.0476603767675215
13.92017324,-0.300349194601017
13.95355495,0.255892846431341
13.98693666,-0.143838217086382
14.02031837,0.259541068841917
14.05370008,-0.292154016196971
14.08708179,0.0423176642699377
14.1204635,-0.0457414455954246
14.15384521,-0.00644604265161734
14.18722692,-0.0267510655388211
14.22060863,-0.0169591594913529
14.25399034,-0.0189821510895626
14.28737205,-0.0246570229347344
14.32075376,-0.00870576941874673
14.35413547,-0.0431699879381194
14.38751718,0.0392466448245648
14.42089889,-0.289196083496148
14.45428061,0.236781402266377
14.48766232,-0.0959362163996754
14.52104403,0.0146915959210522
14.55442574,-0.0977665902733449
14.58780745,0.242574229468718
14.62118916,-0.283961500471771
14.65457087,0.0379692462344255
14.68795258,-0.0436531770910712
14.72133429,-0.00678905019890204
14.754716,-0.0281248714361954
14.78809771,-0.0135402643871299
14.82147942,-0.0252178053214318
14.85486113,-0.0140351588461703
14.88824284,-0.0271012042132753
14.92162455,-0.0084071174893021
14.95500626,-0.0413644766662162
14.98838797,0.0350685773331674
15.02176968,-0.281945609513543
15.05515139,0.22496650410552
15.0885331,-0.07625893249115
15.12191481,-0.0213229394516459
15.15529652,-0.0161201579389144
15.18867823,-0.0821712469899329
15.22205994,0.233986864537114
15.25544165,-0.279188288738355
15.28882337,0.0355376919339129
15.32220508,-0.042823446562797
15.35558679,-0.00637880177148164
15.3889685,-0.0296678888806305
15.42235021,-0.0107092346175397
15.45573192,-0.0299300346603227
15.48911363,-0.00579601177001373
15.52249534,-0.0438936761520224
15.55587705,0.0375870296030602
15.58925876,-0.284493869154628
15.62264047,0.227570652837943
15.65602218,-0.0789389895127916
15.68940389,-0.0185480257142962
15.7227856,-0.0190114198104031
15.75616731,-0.0791362022378335
15.78954902,0.230770555868109
15.82293073,-0.275737309854372
15.85631244,0.0317733611358884
15.88969415,-0.0386258316451857
15.92307586,-0.0111999706742372
15.95645757,-0.0239057921769703
15.98983928,-0.0179772852301868
16.02322099,-0.020057735914173
16.0566027,-0.0206902249806205
16.08998441,-0.0175458099758924
16.12336613,-0.0238755118302781
16.15674784,-0.0121082297514302
16.19012955,-0.0360628215086094
16.22351126,0.0259060957264067
16.25689297,-0.262934032088209
16.29027468,0.173465637989054
16.32365639,0.181089880925443
16.3570381,-0.25797948334702
16.39041981,0.0239148544860555
16.42380152,-0.0350244064147067
16.45718323,-0.0124853368768415
16.49056494,-0.0242045761196266
16.52394665,-0.0162894247845744
16.55732836,-0.0232989951488086
16.59071007,-0.0153219923952618
16.62409178,-0.0263344875799052
16.65747349,-0.00870428867512508
16.6908552,-0.0415404432286744
16.72423691,0.0357844589158855
16.75761862,-0.283364266690595
16.79100033,0.227430425640856
16.82438204,-0.0805073164334058
16.85776375,-0.0135123485156524
16.89114546,-0.0326609579297339
16.92452718,-0.0360718997387726
16.95790889,-0.00987063703177287
16.9912906,-0.0848860296222143
17.02467231,0.234806822607308
17.05805402,-0.27871698939277
17.09143573,0.0339461782103035
17.12481744,-0.0400225328550252
17.15819915,-0.0107319702580637
17.19158086,-0.0230408441578071
17.22496257,-0.0210704159020744
17.25834428,-0.0126304849480327
17.29172599,-0.0383327875193671
17.3251077,0.032875756679725
17.35848941,-0.280378389076436
17.39187112,0.223892529901833
17.42525283,-0.0755968434478798
17.45863454,-0.0216192878034544
17.49201625,-0.0161706339018837
17.52539796,-0.0817686395332534
17.55877967,0.233201597814549
17.59216138,-0.277959332748919
17.62554309,0.0337622763865813
17.6589248,-0.040335922658162
17.69230651,-0.00984659146359478
17.72568822,-0.0247716282309847
17.75906994,-0.0178252613328594
17.79245165,-0.0190804034902234
17.82583336,-0.0236332195838532
17.85921507,-0.010713740147375
17.89259678,-0.0400065652480345
17.92597849,0.034591922127769
17.9593602,-0.282426999578753
17.99274191,0.22669242139502
18.02612362,-0.0799326226435572
18.05950533,-0.0139451312468405
18.09288704,-0.032360555592739
18.12626875,-0.0362381467103629
18.15965046,-0.00985317357035391
18.19303217,-0.0847228459031415
18.22641388,0.234404738317666
18.25979559,-0.27797291708208
18.2931773,0.0326736022660424
18.32655901,-0.037864369316173
18.35994072,-0.0145228761478564
18.39332243,-0.015836263774746
18.42670414,-0.0368569819985329
18.46008585,0.0325665504465368
18.49346756,-0.28114495512571
18.52684927,0.226010534639105
18.56023098,-0.0798817869227809
18.5936127,-0.0131209114415797
18.62699441,-0.0347101858736242
18.66037612,-0.0306804206232123
18.69375783,-0.0236715888469126
18.72713954,-0.0419680004141004
18.76052125,-0.00527170596385122
18.79390296,-0.0890055965122211
18.82728467,0.238926878629245
18.86066638,-0.283215411468188
18.89404809,0.0392247096741761
18.9274298,-0.0466238527813997
18.96081151,-0.00194040360549694
18.99419322,-0.0356075396461985
19.02757493,-0.00139767843339434
19.06095664,-0.0478600207908077
19.09433835,0.041658232076988
19.12772006,-0.289163074671071
19.16110177,0.233485835995698
19.19448348,-0.0872125562621689
19.22786519,-0.00556494410981709
19.2612469,-0.0429260668566997
19.29462861,-0.021168193841484
19.32801032,-0.0356043827684633
19.36139203,-0.0252368367238144
19.39477374,-0.0330633147557724
19.42815546,-0.0269754230330615
19.46153717,-0.0317754940502476
19.49491888,-0.0280042502156302
19.52830059,-0.030888450262407
19.5616823,-0.0288314335201664
19.59506401,-0.0300531955767401
19.62844572,-0.0297436246370776
19.66182743,-0.0289791251103608
19.69520914,-0.0311026453417548
19.72859085,-0.0271330490260449
19.76197256,-0.033805680434515
19.79535427,-0.0228145153202486
19.82873598,-0.0415320061551436
19.86211769,-0.00649874910232313
19.8954994,-0.0872845868039953
19.92888111,0.236927179571356
19.96226282,-0.281153303636887
19.99564453,0.0374201656935477
20.02902624,-0.045717485094964
20.06240795,-0.000363627496645617
20.09578966,-0.0445052478274211
20.12917137,0.035092596620135
20.16255308,-0.279171947962198
20.19593479,0.21866524092628
20.22931651,-0.0640694932530592
20.26269822,-0.0461217943273731
20.29607993,0.045980869935956
20.32946164,-0.360911155573302
20.36284335,0.525612556438898
20.39622506,-0.581632758161383
20.42960677,0.23320889832358
20.46298848,0.147473537722229
20.49637019,-0.263831070368817
20.5297519,0.0277003262508167
20.56313361,-0.0962765912401351
20.59651532,0.23954820184471
20.62989703,-0.281480805942894
20.66327874,0.0363791045129621
20.69666045,-0.0429822306687964
20.73004216,-0.00652115623756094
20.76342387,-0.0294461417734857
20.79680558,-0.0108558928939447
20.83018729,-0.0299906869957842
20.863569,-0.00538967219728722
20.89695071,-0.0448163366679107
20.93033242,0.0392637539612027
20.96371413,-0.287289485967527
20.99709584,0.232098449787802
21.03047755,-0.086342978799536
21.06385927,-0.00582071767491881
21.09724098,-0.0434637515142807
21.13062269,-0.0195237454155856
21.1640044,-0.0389159575782223
21.19738611,-0.0191769554126227
21.23076782,-0.0442339173561742
21.26414953,-0.00441952270864624
21.29753124,-0.088941910812276
21.33091295,0.238305151316032
21.36429466,-0.282366148197117
21.39767637,0.0385738818145418
21.43105808,-0.0469276742438089
21.46443979,0.00104987976657265
21.4978215,-0.0463339172032441
21.53120321,0.0376754279876599
21.56458492,-0.283104520091195
21.59796663,0.225103973285791
21.63134834,-0.0755634391856871
21.66473005,-0.0228084828106961
21.69811176,-0.0137648625505277
21.73149347,-0.0856257486682638
21.76487518,0.23901797790209
21.79825689,-0.286781679808481
21.8316386,0.0479316678722604
21.86502031,-0.066115978803519
21.89840203,0.0507673629385613
21.93178374,-0.294758571417511
21.96516545,0.237575835777677
21.99854716,-0.0906818507591675
22.03192887,-0.0022485212599738
22.06531058,-0.0463935803418036
22.09869229,-0.0172954659392967
22.132074,-0.0401590556999941
22.16545571,-0.0196246079611138
22.19883742,-0.0403345674352144
22.23221913,-0.0169371738043658
22.26560084,-0.0469583494046865
22.29898255,-0.00139946137547691
22.33236426,-0.0921252378044699
22.36574597,0.241522986677146
22.39912768,-0.285440154182679
22.43250939,0.0411845475622215
22.4658911,-0.0483971319108594
22.49927281,-0.000292828026616419
22.53265452,-0.0371796851223648
22.56603623,0.00014366765583814
22.59941794,-0.0494135757337758
22.63279965,0.0432692491687057
22.66618136,-0.290883507236621
22.69956307,0.235380346464624
22.73294479,-0.0893676564136599
22.7663265,-0.0030256674798796
22.79970821,-0.0460375917085986
22.83308992,-0.0171784990694826
22.86647163,-0.0410097311598187
22.89985334,-0.0173753402815914
22.93323505,-0.0456795214144145
22.96661676,-0.00342680316244962
22.99999847,-0.0893343352353874
23.03338018,0.237867402806002
23.06676189,-0.280724377196398
23.1001436,0.0350819453047826
23.13352531,-0.0403685486393951
23.16690702,-0.0111728540955299
23.20028873,-0.0217364221649332
23.23367044,-0.0234163538411408
23.26705215,-0.00890849622955644
23.30043386,-0.0440460988220339
23.33381557,0.0417720670500016
23.36719728,-0.29503202980731
23.40057899,0.2509938052656
23.4339607,-0.13924351228687
23.46734241,0.255157263576327
23.50072412,-0.287893504462917
23.53410584,0.0380834928001633
23.56748755,-0.0414054158047036
23.60086926,-0.0110835995929797
23.63425097,-0.0214536332523777
23.66763268,-0.023651364931535
23.70101439,-0.00914397804996784
23.7343961,-0.0427545319943204
23.76777781,0.0383848671026822
23.80115952,-0.287295954298607
23.83454123,0.232828251222937
23.86792294,-0.0877423974411513
23.90130465,-0.0036849726337932
23.93468636,-0.0465932058372986
23.96806807,-0.0147453226553533
24.00144978,-0.0470294163300628
24.03483149,-0.00266973416537057
24.0682132,-0.0898234009021193
24.10159491,0.238262172296981
24.13497662,-0.281131760089726
24.16835833,0.035581142448248
24.20174004,-0.0410330965195135
24.23512175,-0.0102581964250987
24.26850346,-0.0230161270298753
24.30188517,-0.0215974843776018
24.33526688,-0.0115534772923092
24.3686486,-0.0400622281986054
24.40203031,0.0354409664554483
24.43541202,-0.284097768868338
24.46879373,0.229336839937578
24.50217544,-0.0838682071232314
24.53555715,-0.0081180106010428
24.56893886,-0.0412536399957596
24.60232057,-0.0217282999938769
24.63570228,-0.0366354916658944
24.66908399,-0.0216231543897948
24.7024657,-0.0415134389018017
24.73584741,-0.00755638300328141
24.76922912,-0.0851892054096607
24.80261083,0.233638032309368
24.83599254,-0.276307570814917
24.86937425,0.0303035063229551
24.90275596,-0.034900458895512
24.93613767,-0.0180239346677283
24.96951938,-0.0118146463298964
25.00290109,-0.0414168348567124
25.0362828,0.0377167392076709
25.06966451,-0.286977833465654
25.10304622,0.232671752419631
25.13642793,-0.0875946914446287
25.16980964,-0.00401036522128841
25.20319136,-0.0457728680543031
25.23657307,-0.0167259675889726
25.26995478,-0.0422447173197758
25.30333649,-0.0152046260581648
25.3367182,-0.0490770386528105
25.37009991,0.00173919832562899
25.40348162,-0.097334226415814
25.43686333,0.251050144992474
25.47024504,-0.305352908945661
25.50362675,0.0943712323618634
25.53700846,-0.30884182146775
25.57039017,0.24250116870248
25.60377188,-0.0913623648809977
25.63715359,-0.00430497514454015
25.6705353,-0.0419470011796041
25.70391701,-0.0244467697830388
25.73729872,-0.0292409086062656
25.77068043,-0.0368451850939087
25.80406214,-0.0101012220672784
25.83744385,-0.0843494563831837
25.87082556,0.23433640737312
25.90420727,-0.278576113886566
25.93758898,0.034390816904447
25.97097069,-0.0413759573573355
26.00435241,-0.00798478362513173
26.03773412,-0.0280004216994954
26.07111583,-0.0123614307005224
26.10449754,-0.0283656052198474
26.13787925,-0.0071906617007819
26.17126096,-0.042777024895797
26.20464267,0.0369092673808351
26.23802438,-0.284518435398675
26.27140609,0.228770149789855
26.3047878,-0.0822533289350786
26.33816951,-0.0109818452396831
26.37155122,-0.0367339519629753
26.40493293,-0.0286741877854167
26.43831464,-0.0257518324122796
26.47169635,-0.0397172258081161
26.50507806,-0.00780655475986237
26.53845977,-0.0860401020987095
26.57184148,0.235326350979596
26.60522319,-0.278674877248127
26.6386049,0.0332579304005159
26.67198661,-0.0383965800531882
26.70536832,-0.0139949412683233
26.73875003,-0.0164010856942926
26.77213174,-0.0362126752277418
26.80551345,0.0317904437229608
26.83889517,-0.28016346827465
26.87227688,0.224708885380995
26.90565859,-0.0780644828404848
26.9390403,-0.0158177103024161
26.97242201,-0.0303820683523946
27.00580372,-0.0384230928657151
27.03918543,-0.00734699538584658
27.07256714,-0.0876968554419844
27.10594885,0.238050667225823
27.13933056,-0.282595648114049
27.17271227,0.0387599072453596
27.20609398,-0.0462500998315569
27.23947569,-0.00226764329872963
27.2728574,-0.0352917010594956
27.30623911,-0.00173406284217477
27.33962082,-0.0474694866772123
27.37300253,0.0411734961061445
27.40638424,-0.28853160178307
27.43976595,0.232633609793142
27.47314766,-0.0860290983919801
27.50652937,-0.00725365884688621
27.53991108,-0.0404415636040506
27.57329279,-0.0249687330013473
27.6066745,-0.0294670282948022
27.64005621,-0.035986562128783
27.67343793,-0.0115508827547857
27.70681964,-0.0822952012650996
27.74020135,0.231613264110901
27.77358306,-0.275061894868487
27.80696477,0.0298850241719095
27.84034648,-0.0355582475296178
27.87372819,-0.0156368067255988
27.9071099,-0.0176181933825689
27.94049161,-0.02713701910088
27.97387332,-0.00572398842708483
28.00725503,-0.0463857469337527
28.04063674,0.0425724649238738
28.07401845,-0.292574156159872
28.10740016,0.240186999636375
28.14078187,-0.0993627564033586
28.17416358,0.0181438313840223
28.20754529,-0.1012579230962
28.240927,0.24612658664244
28.27430871,-0.287607433301404
28.30769042,0.0417568591874133
28.34107213,-0.0476557893952866
28.37445384,-0.00245399219361021
28.40783555,-0.0329929845706163
28.44121726,-0.00776774868510099
28.47459897,-0.0326567617542353
28.50798069,-0.00313283389073995
28.5413624,-0.0466528834772711
28.57474411,0.040642435611003
28.60812582,-0.288139817782492
28.64150753,0.232304754556945
28.67488924,-0.0857219865082727
28.70827095,-0.00756124442890174
28.74165266,-0.0401223771034784
28.77503437,-0.0253033298327409
28.80841608,-0.0291190804940653
28.84179779,-0.0363397157250542
28.8751795,-0.0112086741699737
28.90856121,-0.0825979440275521
28.94194292,0.23182693244939
28.97532463,-0.275098293370276
29.00870634,0.0295804128523888
29.04208805,-0.034588858976347
29.07546976,-0.0179700043099129
29.10885147,-0.0122101200425733
29.14223318,-0.040685074201824
29.17561489,0.0366358150377568
29.2089966,-0.285514817408786
29.24237831,0.230768685402056
29.27576002,-0.0851590668790262
29.30914174,-0.00712282505487298
29.34252345,-0.0417558562889802
29.37590516,-0.0220199377940955
29.40928687,-0.0350286463556582
29.44266858,-0.0255589203963097
29.47605029,-0.032989382948255
29.509432,-0.0267905746071215
29.54281371,-0.0322475255080159
29.57619542,-0.0271943454853852
29.60957713,-0.0321179853343686
29.64295884,-0.0270533636850505
29.67634055,-0.032585742060339
29.70972226,-0.0261151839884567
29.74310397,-0.034303826069331
29.77648568,-0.0229318297196663
29.80986739,-0.0406437859400019
29.8432491,-0.00840790302042227
29.87663081,-0.0839419774960505
29.91001252,0.231434504326117
29.94339423,-0.272162842260164
29.97677594,0.0220789564498316
30.01015765,-0.0167630122403756
30.04353936,-0.0684047421654329
30.07692107,0.243290541522551
30.11030278,-0.271777248180809
30.1436845,0.0526523113750145
30.17706621,-0.0505795907507785
