time (sec),theta (rad)
8.178519049,-0.000723154
8.211900759,-0.000723154
8.24528247,-0.000723154
8.27866418,-0.000723154
8.312045891,-0.000723154
8.345427601,-0.000723154
8.378809312,-0.000723154
8.412191022,-0.000723154
8.445572732,-0.000723154
8.478954443,-0.000723154
8.512336153,-0.000901821
8.545717864,-0.000901821
8.579099574,-0.000901821
8.612481284,-0.000901821
8.645862995,-0.000901821
8.679244705,-0.000901821
8.712626416,-0.000901821
8.746008126,-0.000723154
8.779389836,-0.000723154
8.812771547,-0.000723154
8.846153257,-0.000723154
8.879534968,-0.000723154
8.912916678,-0.000723154
8.946298388,-0.000723154
8.979680099,-0.000723154
9.013061809,-0.000723154
9.04644352,-0.000723154
9.07982523,-0.000901821
9.11320694,-0.000901821
9.146588651,-0.000901821
9.179970361,-0.000901821
9.213352072,-0.000901821
9.246733782,-0.000901821
9.280115492,-0.000901821
9.313497203,-0.000723154
9.346878913,-0.000723154
9.380260624,-0.000723154
9.413642334,-0.000723154
9.447024044,-0.000723154
9.480405755,-0.000723154
9.513787465,-0.000723154
9.547169176,-0.000723154
9.580550886,-0.000723154
9.613932596,-0.000723154
9.647314307,-0.000723154
9.680696017,-0.000723154
9.714077728,-0.000723154
9.747459438,-0.000723154
9.780841148,-0.000901821
9.814222859,-0.000723154
9.847604569,-0.000723154
9.88098628,-0.000723154
9.91436799,-0.000723154
9.947749701,-0.000723154
9.981131411,-0.000723154
10.01451312,-0.000723154
10.04789483,-0.000723154
10.08127654,-0.000723154
10.11465825,-0.000723154
10.14803996,-0.000723154
10.18142167,-0.000723154
10.21480338,-0.000723154
10.24818509,-0.000723154
10.2815668,-0.000723154
10.31494851,-0.000901821
10.34833023,-0.000901821
10.38171194,-0.000901821
10.41509365,-0.000901821
10.44847536,-0.000901821
10.48185707,-0.000723154
10.51523878,-0.000723154
10.54862049,-0.000723154
10.5820022,-0.000723154
10.61538391,-0.000723154
10.64876562,-0.000723154
10.68214733,-0.000723154
10.71552904,-0.000723154
10.74891075,-0.000723154
10.78229246,-0.000723154
10.81567417,-0.000723154
10.84905588,-0.000723154
10.88243759,-0.000901821
10.9158193,-0.000901821
10.94920101,-0.000901821
10.98258272,-0.000901821
11.01596443,-0.000901821
11.04934614,-0.000901821
11.08272785,-0.000723154
11.11610956,-0.000723154
11.14949128,-0.000723154
11.18287299,-0.000723154
11.2162547,-0.000723154
11.24963641,-0.000723154
11.28301812,-0.000723154
11.31639983,-0.000723154
11.34978154,-0.000723154
11.38316325,-0.000723154
11.41654496,-0.000723154
11.44992667,-0.000723154
11.48330838,-0.000901821
11.51669009,-0.000901821
11.5500718,-0.000901821
11.58345351,-0.000901821
11.61683522,-0.000901821
11.65021693,-0.000723154
11.68359864,-0.000723154
11.71698035,-0.000723154
11.75036206,-0.000723154
11.78374377,-0.000723154
11.81712548,-0.000723154
11.85050719,-0.000723154
11.8838889,-0.000723154
11.91727061,-0.000723154
11.95065232,-0.000723154
11.98403404,-0.000723154
12.01741575,-0.000723154
12.05079746,-0.000723154
12.08417917,-0.000901821
12.11756088,-0.000901821
12.15094259,-0.000901821
12.1843243,-0.000901821
12.21770601,-0.000901821
12.25108772,-0.000723154
12.28446943,-0.000723154
12.31785114,-0.000723154
12.35123285,-0.000723154
12.38461456,-0.000723154
12.41799627,-0.000723154
12.45137798,-0.000723154
12.48475969,-0.000723154
12.5181414,-0.000723154
12.55152311,-0.000723154
12.58490482,-0.000723154
12.61828653,-0.000723154
12.65166824,-0.000723154
12.68504995,-0.000723154
12.71843166,-0.000723154
12.75181337,-0.000901821
12.78519508,-0.000901821
12.8185768,-0.000723154
12.85195851,-0.000901821
12.88534022,-0.000723154
12.91872193,-0.000723154
12.95210364,-0.000723154
12.98548535,-0.000723154
13.01886706,-0.000723154
13.05224877,-0.000723154
13.08563048,-0.000723154
13.11901219,-0.000723154
13.1523939,-0.000723154
13.18577561,-0.000723154
13.21915732,-0.000723154
13.25253903,-0.000723154
13.28592074,-0.000901821
13.31930245,-0.000901821
13.35268416,-0.000901821
13.38606587,-0.000901821
13.41944758,-0.000901821
13.45282929,-0.000723154
13.486211,-0.000723154
13.51959271,-0.000723154
13.55297442,-0.000723154
13.58635613,-0.000723154
13.61973784,-0.000723154
13.65311956,-0.000723154
13.68650127,-0.000723154
13.71988298,-0.000723154
13.75326469,-0.000723154
13.7866464,-0.000723154
13.82002811,-0.000723154
13.85340982,-0.000723154
13.88679153,-0.000723154
13.92017324,-0.000723154
13.95355495,-0.000901821
13.98693666,-0.000901821
14.02031837,-0.000901821
14.05370008,-0.000723154
14.08708179,-0.000723154
