t,phi
-0.0333817104044057,-0.0230547260213307
0,0.0044111507625455
0.0333817104044057,0.0254633829861478
0.0667634208088114,-0.0772430892975964
0.100145131213217,0.177622934512613
0.133526841617623,-0.408926834711785
0.166908552022028,1.12985579910756
0.200290262426434,-5.55024580864892
0.23367197283084,5.20786352493227
0.267053683235246,-1.25891086394972
0.300435393639651,0.119812077772058
0.333817104044057,-0.290902374754344
0.367198814448463,-0.26002790511037
0.400580524852868,-0.0506910722394187
0.433962235257274,-0.505036008347043
0.46734394566168,0.345541577941698
0.500725656066086,-1.51035126838726
0.534107366470491,5.53846834929105
0.567489076874897,-5.64707176800945
0.600870787279303,1.323940790506
0.634252497683708,-0.673142790154895
0.667634208088114,0.549644452959821
0.70101591849252,-0.683863480642651
0.734397628896925,1.35422133586602
0.767779339301331,-5.74462041252036
0.801161049705737,5.38243200787626
0.834542760110143,-1.41897212140566
0.867924470514548,0.268003007736379
0.901306180918954,-0.428119633791626
0.934687891323359,-0.134357275139265
0.968069601727765,-0.162553813134804
1.00145131213217,-0.411791160410937
1.03483302253658,0.280416974455824
1.06821473294098,-1.49294679730617
1.10159644334539,5.61392443652131
1.13497815374979,-5.94059884876513
1.1683598641542,2.31485077297158
1.20174157455861,-6.04034020437508
1.23512328496301,5.48372932905847
1.26850499536742,-1.45027446441973
1.30188670577182,0.277693489565505
1.33526841617623,-0.443147436970386
1.36865012658063,-0.0907088524120054
1.40203183698504,-0.266069181372617
1.43541354738944,-0.18986272724654
1.46879525779385,-0.204847390772245
1.50217696819826,-0.230333546608074
1.53555867860266,-0.176703426612723
1.56894038900707,-0.250692509507383
1.60232209941147,-0.161498858603413
1.63570380981588,-0.262354216323324
1.66908552022029,-0.152347089318503
1.70246723062469,-0.269683337891802
1.7358489410291,-0.14636861117299
1.7692306514335,-0.274644307330376
1.80261236183791,-0.14218427990568
1.83599407224231,-0.278230015194088
1.86937578264672,-0.139062918113936
1.90275749305112,-0.280990334727898
1.93613920345553,-0.136582578871325
1.96952091385994,-0.283255626526892
2.00290262426434,-0.134479152251102
2.03628433466875,-0.285241832729745
2.06966604507315,-0.132571636260073
2.10304775547756,-0.28710496176034
2.13642946588196,-0.13072128675989
2.16981117628637,-0.288972749248956
2.20319288669078,-0.128806050647317
2.23657459709518,-0.290966384563884
2.26995630749959,-0.126700933591876
2.30333801790399,-0.293219520513748
2.3367197283084,-0.124258234252889
2.3701014387128,-0.295900243510086
2.40348314911721,-0.121281678801986
2.43686485952162,-0.299242982106214
2.47024656992602,-0.117485568457143
2.50362828033043,-0.303602397950461
2.53700999073483,-0.112421874972084
2.57039170113924,-0.309554268103568
2.60377341154364,-0.105337582862592
2.63715512194805,-0.318101708463037
2.67053683235246,-0.0948695360688538
2.70391854275686,-0.331138396973179
2.73730025316127,-0.0783208589539535
2.77068196356567,-0.35261635458704
2.80406367397008,-0.0497034491909316
2.83744538437448,-0.391977678965286
2.87082709477889,0.00661270369813705
2.9042088051833,-0.47672115640861
2.9375905155877,0.142993078701252
2.97097222599211,-0.717945105188026
3.00435393639651,0.635775110990672
3.03773564680092,-2.01277299234294
3.07111735720532,6.74282780838404
3.10449906760973,-11.2490697030813
3.13788077801414,6.5512316488278
3.17126248841854,-1.89814247544166
3.20464419882295,0.533489161117447
3.23802590922735,-0.603734229542681
3.27140761963176,-0.00848998150444613
3.30478933003616,-0.240113332375714
3.33817104044057,-0.441702784590051
3.37155275084498,0.748016725278452
3.40493446124938,-5.56056383293418
3.43831617165379,4.71938075197212
3.47169788205819,-0.976243140805377
3.5050795924626,-1.28343031305294
3.538461302867,5.0911648447716
3.57184301327141,-5.68666313628342
3.60522472367582,0.956995152174988
3.63860643408022,-0.696027025637461
3.67198814448463,0.0668114689058867
3.70536985488903,-0.396896505525485
3.73875156529344,-0.0667691438411122
3.77213327569784,-0.326126881814408
3.80551498610225,-0.109055927608071
3.83889669650666,-0.298350847420791
3.87227840691106,-0.128841056118027
3.90566011731547,-0.283178468522913
3.93904182771987,-0.141314258255111
3.97242353812428,-0.272222749486035
4.00580524852868,-0.151555173854335
