t,torque_signal
1.091581930224070085e+01,6.826558948404644056e-01
1.094920101264509960e+01,-7.000826319058961467e-02
1.098258272304950012e+01,5.483046011569661538e+00
1.101596443345390064e+01,-3.161385290729003650e+00
1.104934614385829938e+01,-3.953400386359374519e+00
1.108272785426269991e+01,6.163616889663041221e+00
1.111610956466710043e+01,-1.424756108943022515e+00
1.114949127507149917e+01,6.230901084180539229e+00
1.118287298547589970e+01,-3.755444160617345872e+00
1.121625469588030022e+01,-3.364669924159881198e+00
1.124963640628470074e+01,5.431328980622346592e+00
1.128301811668909949e+01,-9.192591828223073414e-02
1.131639982709350001e+01,7.437835498218297037e-01
1.134978153749790053e+01,6.836254153158839442e-01
1.138316324790229928e+01,4.899019550608658680e-01
1.141654495830669980e+01,8.106318334330125941e-01
1.144992666871119980e+01,3.929781177972191397e-01
1.148330837911560032e+01,9.213850977563365907e-01
1.151669008952000084e+01,2.200732308355494715e-01
1.155007179992439958e+01,1.270018367838658735e+00
1.158345351032880011e+01,-7.452625214139244614e-01
1.161683522073320063e+01,6.396819084038662950e+00
1.165021693113759937e+01,-4.824980465275444885e+00
1.168359864154199990e+01,2.178542208330067620e+00
1.171698035194640042e+01,1.693418245665029298e-01
1.175036206235079916e+01,1.303195593262806984e+00
1.178374377275519969e+01,4.087769658217130231e-01
1.181712548315960021e+01,1.307567229905680861e+00
1.185050719356400073e+01,1.577783099823574231e-01
1.188388890396839948e+01,2.207124325245543250e+00
1.191727061437280000e+01,-4.917812382534068050e+00
1.195065232477720052e+01,6.240686757960094866e+00
1.198403403518159926e+01,-6.515138624697275338e-01
1.201741574558609926e+01,1.189336869176299993e+00
1.205079745599049978e+01,3.001016285999961175e-01
1.208417916639490031e+01,8.356498261946901929e-01
1.211756087679930083e+01,4.897668779268556927e-01
1.215094258720369957e+01,6.964934065412266007e-01
1.218432429760810010e+01,6.304830674207689833e-01
1.221770600801250062e+01,5.015293047866677956e-01
1.225108771841689936e+01,9.957647282937528432e-01
1.228446942882129989e+01,-4.765222876490544657e-01
